20110421,阴,24,16,北风,3
20110422,多云,26,17,南风,3
20110423,多云,26,17,南风,3
20110424,多云,27,16,南风,3
20110425,多云,29,17,南风,3
20110426,晴,30,18,南风,3
20110427,多云,31,18,南风,3
20110428,多云,33,19,南风,3
20110429,多云,33,17,南风,3
20110430,阴,30,16,北风,3
20110501,多云,28,15,北风,4
20110502,阵雨,21,14,北风,4
20110503,阴,25,16,南风,3
20110504,多云,27,17,南风,3
20110505,多云,29,20,南风,3
20110506,多云,30,19,南风,3
20110507,多云,32,20,南风,3
20110508,多云,32,20,南风,3
20110509,阵雨,31,20,北风,4
20110510,阴,28,20,北风,3
20110511,阴,28,19,北风,3
20110512,多云,29,19,北风,3
20110513,阵雨,22,14,北风,3
20110514,小雨,20,19,北风,3
20110515,多云,25,16,南风,3
20110516,晴,30,17,南风,3
20110517,晴,33,18,南风,3
20110518,晴,34,23,南风,3
20110519,多云,34,22,南风,3
20110520,雷阵雨,29,16,北风,4
20110521,小雨,18,13,北风,4
20110522,阴,22,14,北风,3
20110523,阴,23,15,北风,3
20110524,阴,24,18,南风,3
20110525,晴,27,18,南风,3
20110526,晴,29,18,南风,3
20110527,多云,31,20,南风,3
20110528,多云,28,20,南风,4
20110529,小到中雨,24,18,北风,4
20110530,小雨,24,18,北风,3
20110531,多云,27,17,南风,3
20110601,多云,27,18,南风,3
20110602,多云,27,19,南风,3
20110603,阵雨,26,19,南风,3
20110604,阵雨,27,19,北风,3
20110605,阵雨,27,19,北风,3
20110606,阴,30,21,南风,3
20110607,晴,32,22,南风,3
20110608,多云,32,23,南风,3
20110609,阴,27,23,北风,3
20110610,多云,32,24,南风,3
20110611,多云,30,20,南风,3
20110612,多云,30,23,南风,3
20110613,阴,29,21,南风,3
20110614,阵雨,31,22,北风,3
20110615,多云,32,21,南风,3
20110616,阵雨,29,21,南风,3
20110617,阵雨,27,21,北风,3
20110618,多云,31,22,南风,3
20110619,阴,28,22,南风,3
20110620,阵雨,28,21,北风,3
20110621,小雨,27,22,北风,4
20110622,多云,31,21,南风,3
20110623,多云,31,23,南风,3
20110624,晴,34,22,南风,3
20110625,多云,31,21,南风,3
20110626,阵雨,28,21,北风,3
20110627,多云,30,21,南风,3
20110628,晴,32,22,南风,3
20110629,多云,31,25,南风,3
20110630,多云,31,24,南风,3
20110701,阵雨,29,21,南风,3
20110702,阵雨,31,22,南风,3
20110703,阵雨,30,23,北风,3
20110704,阴,28,23,南风,3
20110705,中到大雨,26,21,北风,3
20110706,阵雨,25,21,北风,3
20110707,多云,30,23,北风,3
20110708,晴,33,21,南风,3
20110709,阴,30,22,南风,3
20110710,多云,29,20,北风,3
20110711,阵雨,25,20,北风,3
20110712,阵雨,25,19,北风,3
20110713,阵雨,25,21,北风,3
20110714,阴,28,21,南风,3
20110715,多云,31,22,南风,3
20110716,多云,30,22,南风,3
20110717,多云,31,23,南风,3
20110718,晴,33,22,南风,3
20110719,晴,33,22,南风,3
20110720,多云,32,23,南风,3
20110721,阵雨,30,22,北风,3
20110722,多云,31,22,南风,3
20110723,多云,31,23,南风,3
20110724,多云,30,23,南风,3
20110725,阵雨,30,22,南风,3
20110726,阵雨,30,24,南风,3
20110727,雷阵雨,31,24,北风,3
20110728,阵雨,29,22,北风,4
20110729,阵雨,27,21,北风,3
20110730,阵雨,29,22,北风,3
20110731,多云,29,22,北风,3
20110801,阵雨,25,20,北风,3
20110802,多云,30,22,南风,3
20110803,阵雨,27,20,北风,3
20110804,阵雨,26,22,北风,3
20110805,多云,29,21,南风,3
20110806,晴,32,22,南风,3
20110807,晴,33,23,南风,3
20110808,多云,34,23,南风,3
20110809,多云,35,24,南风,3
20110810,多云,33,24,南风,3
20110811,多云,33,24,南风,3
20110812,多云,32,25,南风,3
20110813,雷阵雨,33,25,南风,4
20110814,多云,34,25,南风,4
20110815,雷阵雨,33,24,南风,4
20110816,雷阵雨,33,25,南风,4
20110817,多云,35,25,南风,3
20110818,多云,35,25,南风,3
20110819,多云,34,24,南风,3
20110820,多云,34,24,南风,3
20110821,雷阵雨,32,21,南风,4
20110822,阵雨,27,19,北风,3
20110823,多云,30,21,南风,3
20110824,晴,32,21,南风,3
20110825,晴,32,20,南风,3
20110826,晴,31,21,南风,3
20110827,多云,31,21,南风,3
20110828,晴,31,23,南风,3
20110829,多云,33,23,南风,3
20110830,晴,33,24,南风,3
20110831,多云,34,25,南风,3
20110901,晴,34,26,南风,3
20110902,多云,34,25,南风,3
20110903,多云,33,25,南风,3
20110904,多云,34,24,南风,3
20110905,多云,33,24,南风,3
20110906,中雨,27,19,北风,4
20110907,阵雨,24,19,北风,3
20110908,多云,26,19,北风,3
20110909,多云,27,19,南风,3
20110910,阵雨,27,19,南风,3
20110911,阵雨,25,18,北风,3
20110912,阵雨,24,18,北风,3
20110913,小雨,23,19,北风,3
20110914,多云,27,19,南风,3
20110915,多云,29,20,南风,3
20110916,多云,27,20,南风,3
20110917,大雨,24,16,北风,4
20110918,阵雨,21,15,北风,3
20110919,阴,20,14,北风,3
20110920,阵雨,20,14,北风,3
20110921,阵雨,20,15,北风,3
20110922,阴,21,15,北风,3
20110923,阴,20,16,北风,3
20110924,阴,22,16,北风,3
20110925,阴,23,15,南风,3
20110926,阵雨,22,17,北风,3
20110927,阵雨,21,16,北风,3
20110928,小雨,19,16,北风,3
20110929,多云,25,16,北风,3
20110930,多云,26,17,南风,3
20111001,阴,22,16,南风,3
20111002,阴,21,14,北风,3
20111003,小雨,17,14,北风,0
20111004,阴,21,14,南风,3
20111005,多云,24,15,南风,3
20111006,多云,25,15,南风,3
20111007,多云,25,17,南风,3
20111008,多云,24,17,南风,3
20111009,阴,24,18,南风,3
20111010,阴,24,17,南风,3
20111011,阵雨,24,18,南风,3
20111012,阵雨,24,17,北风,3
20111013,多云,23,15,北风,3
20111014,多云,24,14,北风,3
20111015,阴,21,15,南风,3
20111016,多云,22,15,南风,3
20111017,多云,23,14,南风,3
20111018,阴,24,14,南风,3
20111019,阵雨,19,14,北风,3
20111020,阴,21,14,北风,3
20111021,多云,21,15,南风,3
20111022,阴,18,14,南风,3
20111023,阴,19,14,南风,3
20111024,多云,23,14,南风,3
20111025,阵雨,18,14,北风,3
20111026,小雨,17,13,北风,3
20111027,阵雨,17,11,北风,3
20111028,多云,19,10,南风,3
20111029,多云,21,11,南风,3
20111030,阴,18,11,南风,3
20111031,阴,18,12,南风,3
20111101,小雨,18,13,北风,3
20111102,阵雨,18,13,南风,3
20111103,阴,19,13,北风,3
20111104,阴,20,14,南风,3
20111105,阵雨,19,14,北风,3
20111106,小雨,19,13,北风,3
20111107,小雨,19,13,北风,3
20111108,多云,21,12,南风,3
20111109,晴,21,10,南风,3
20111110,多云,21,11,南风,3
20111111,多云,20,13,南风,3
20111112,多云,19,11,南风,3
20111113,阴,17,12,南风,3
20111114,多云,17,11,南风,3
20111115,阵雨,16,11,南风,3
20111116,多云,17,11,南风,3
20111117,多云,17,11,南风,3
20111118,多云,19,10,南风,3
20111119,多云,20,12,南风,3
20111120,多云,18,12,南风,3
20111121,阴,18,11,南风,3
20111122,多云,18,12,南风,3
20111123,多云,20,11,南风,3
20111124,多云,19,11,南风,3
20111125,多云,19,11,南风,3
20111126,多云,19,11,南风,3
20111127,多云,18,13,南风,3
20111128,小雨,16,13,南风,3
20111129,阵雨,18,9,北风,3
20111130,阴,12,7,南风,3
20111201,多云,12,5,北风,3
20111202,多云,14,8,南风,3
20111203,阴,12,7,南风,3
20111204,阵雨,10,8,北风,3
20111205,阴,12,8,北风,3
20111206,阵雨,11,7,北风,3
20111207,阴,11,5,北风,3
20111208,阴,10,5,北风,3
20111209,阴,9,4,北风,3
20111210,多云,9,2,北风,3
20111211,多云,10,3,北风,3
20111212,多云,10,2,北风,3
20111213,多云,11,4,北风,3
20111214,阴,10,6,北风,3
20111215,阴,11,5,北风,3
20111216,阵雨,9,4,北风,3
20111217,阴,9,2,北风,3
20111218,多云,9,2,北风,3
20111219,多云,9,4,北风,3
20111220,阴,10,6,北风,3
20111221,多云,10,4,北风,3
20111222,阴,10,4,北风,3
20111223,阴,8,2,北风,3
20111224,多云,10,1,北风,3
20111225,阴,9,4,北风,3
20111226,阴,10,4,北风,3
20111227,小雨,9,4,北风,3
20111228,阴,10,2,北风,3
20111229,多云,10,5,北风,0
20111230,阴,11,5,南风,3
20111231,多云,11,5,南风,3
20120101,阴,10,4,南风,3
20120102,小雨,7,3,北风,3
20120103,小雨,7,0,北风,3
20120104,阴,7,1,北风,3
20120105,阴,5,2,北风,3
20120106,阴,7,3,北风,3
20120107,阴,7,1,北风,3
20120108,阵雨,7,3,北风,3
20120109,阴,8,3,南风,3
20120110,阴,7,4,北风,3
20120111,阵雨,7,4,北风,3
20120112,小雨,7,4,北风,3
20120113,阴,7,3,北风,3
20120114,多云,9,3,南风,3
20120115,多云,11,4,南风,3
20120116,阴,8,4,南风,3
20120117,阴,9,3,北风,3
20120118,阴,8,4,南风,3
20120119,小雨,8,4,北风,3
20120120,小雨,8,3,北风,3
20120121,小雨,6,2,北风,3
20120122,小雨,6,1,北风,3
20120123,阴,6,1,北风,3
20120124,阴,6,0,北风,3
20120125,多云,8,0,南风,3
20120126,多云,7,3,南风,3
20120127,阴,7,3,北风,3
20120128,阴,8,4,南风,3
20120129,阵雨,9,4,北风,3
20120130,多云,10,3,南风,3
20120131,阴,11,4,南风,3
20120201,阴,11,5,南风,3
20120202,小雨,8,2,北风,3
20120203,阴,9,3,南风,3
20120204,多云,11,4,南风,3
20120205,多云,13,4,南风,3
20120206,多云,11,3,南风,3
20120207,阴,9,4,北风,3
20120208,小雨,7,3,北风,3
20120209,小雨,6,1,北风,3
20120210,阴,7,1,北风,3
20120211,多云,8,1,南风,3
20120212,多云,9,3,南风,3
20120213,阴,9,3,南风,3
20120214,多云,11,3,南风,3
20120215,阴,11,4,南风,3
20120216,阴,11,4,北风,3
20120217,小雨,7,3,北风,3
20120218,多云,8,3,南风,3
20120219,阴,9,3,北风,4
20120220,阴,10,4,北风,3
20120221,多云,11,4,南风,3
20120222,多云,12,6,南风,3
20120223,多云,15,6,南风,3
20120224,阴,13,6,南风,3
20120225,阴,9,5,北风,3
20120226,小雨,8,4,北风,3
20120227,小雨,10,3,北风,3
20120228,阴,8,3,北风,3
20120229,阴,9,5,北风,3
20120301,多云,12,2,北风,3
20120302,阴,12,6,南风,3
20120303,阵雨,11,6,北风,3
20120304,小雨,11,6,北风,3
20120305,多云,13,5,北风,3
20120306,阴,10,6,北风,3
20120307,小雨,10,6,北风,3
20120308,阵雨,9,6,北风,3
20120309,小雨,10,3,北风,3
20120310,阴,12,3,北风,3
20120311,多云,13,5,南风,3
20120312,阴,14,6,南风,3
20120313,多云,15,8,南风,3
20120314,多云,16,9,南风,3
20120315,阴,15,10,南风,3
20120316,阴,17,8,南风,3
20120317,多云,20,10,南风,3
20120318,多云,21,10,南风,3
20120319,多云,23,15,南风,3
20120320,阴,22,14,南风,3
20120321,小雨,18,12,北风,3
20120322,小雨,16,8,北风,3
20120323,阴,15,6,北风,3
20120324,晴,17,5,南风,3
20120325,多云,20,10,南风,3
20120326,多云,21,11,南风,0
20120327,多云,20,13,南风,3
20120328,多云,21,12,南风,3
20120329,小雨,17,13,北风,3
20120330,多云,20,10,南风,3
20120331,多云,22,10,南风,3
20120401,多云,22,10,南风,3
20120402,多云,24,11,南风,3
20120403,多云,25,15,南风,3
20120404,多云,23,14,北风,3
20120405,多云,24,16,南风,3
20120406,阵雨,19,13,北风,4
20120407,阴,21,13,南风,3
20120408,小雨,19,13,北风,3
20120409,阴,21,13,南风,3
20120410,多云,23,13,南风,3
20120411,多云,25,14,北风,3
20120412,阵雨,19,12,北风,4
20120413,阴,21,12,南风,3
20120414,多云,22,13,南风,3
20120415,多云,24,15,南风,3
20120416,阴,21,14,南风,3
20120417,阴,19,14,南风,3
20120418,多云,23,14,南风,3
20120419,多云,24,14,南风,3
20120420,多云,25,14,南风,3
20120421,晴,27,16,南风,3
20120422,多云,28,19,南风,0
20120423,多云,29,18,北风,3
20120424,阴,25,16,北风,3
20120425,多云,25,15,南风,3
20120426,多云,28,15,南风,3
20120427,晴,28,18,南风,3
20120428,阵雨,29,19,北风,3
20120429,阵雨,25,18,北风,3
20120430,多云,27,18,北风,3
20120501,多云,25,19,北风,3
20120502,多云,26,18,南风,3
20120503,阴,25,17,南风,3
20120504,阴,26,19,南风,3
20120505,阵雨,27,19,南风,3
20120506,多云,27,19,北风,3
20120507,阴,27,19,南风,0
20120508,阴,28,20,南风,3
20120509,多云,32,21,南风,3
20120510,阵雨,28,21,南风,3
20120511,中雨,26,18,北风,4
20120512,阵雨,25,17,北风,3
20120513,多云,26,18,北风,3
20120514,阴,24,17,北风,3
20120515,多云,27,17,南风,3
20120516,多云,27,18,南风,3
20120517,多云,27,19,南风,3
20120518,多云,30,19,南风,3
20120519,多云,33,20,南风,3
20120520,多云,31,18,南风,3
20120521,小到中雨,22,18,北风,4
20120522,阴,23,18,北风,3
20120523,阴,24,17,北风,3
20120524,阵雨,22,17,北风,3
20120525,阴,24,18,南风,3
20120526,多云,27,18,南风,3
20120527,阴,27,19,南风,3
20120528,阴,24,19,北风,3
20120529,多云,27,18,南风,3
20120530,多云,30,16,南风,3
20120531,小到中雨,24,18,北风,4
20120601,多云,27,18,南风,3
20120602,多云,26,19,南风,3
20120603,阵雨,25,17,北风,3
20120604,阴,25,18,南风,3
20120605,阴,24,18,北风,3
20120606,阴,26,20,南风,3
20120607,多云,29,20,南风,3
20120608,多云,29,20,南风,3
20120609,多云,29,21,南风,3
20120610,多云,30,21,南风,3
20120611,多云,30,22,南风,3
20120612,多云,30,22,南风,3
20120613,多云,31,22,南风,3
20120614,多云,30,20,南风,3
20120615,阵雨,27,21,北风,3
20120616,小到中雨,25,19,北风,4
20120617,阴,23,19,北风,3
20120618,小雨,23,19,北风,3
20120619,多云,29,20,南风,3
20120620,多云,28,21,南风,3
20120621,阵雨,25,20,北风,3
20120622,多云,29,21,南风,3
20120623,多云,31,21,南风,3
20120624,阴,27,21,北风,3
20120625,阵雨,24,20,北风,3
20120626,阴,26,21,南风,3
20120627,阵雨,26,21,北风,3
20120628,中雨,27,21,北风,3
20120629,小雨,26,23,北风,3
20120630,阴,28,22,南风,3
20120701,阴,29,23,南风,3
20120702,阵雨,27,22,南风,3
20120703,阴,25,21,南风,3
20120704,阵雨,27,21,北风,3
20120705,多云,31,22,南风,3
20120706,多云,29,23,南风,3
20120707,阵雨,28,23,北风,4
20120708,阵雨,29,22,南风,3
20120709,阵雨,28,23,南风,3
20120710,阵雨,28,23,北风,3
20120711,多云,30,23,南风,3
20120712,阵雨,29,23,北风,3
20120713,多云,32,23,南风,3
20120714,多云,32,23,南风,3
20120715,阵雨,27,22,北风,3
20120716,阵雨,27,21,南风,3
20120717,小到中雨,26,21,北风,3
20120718,阵雨,26,22,北风,3
20120719,多云,29,23,南风,3
20120720,多云,28,23,南风,3
20120721,中雨,27,22,北风,3
20120722,阵雨,28,22,北风,3
20120723,阴,27,23,南风,3
20120724,多云,29,23,南风,3
20120725,多云,32,23,南风,3
20120726,多云,31,23,南风,3
20120727,阴,28,23,北风,3
20120728,阵雨,29,23,南风,3
20120729,多云,32,24,南风,3
20120730,多云,32,24,南风,3
20120731,阵雨,29,23,北风,3
20120801,多云,30,23,南风,3
20120802,阴,31,23,北风,3
20120803,多云,32,24,南风,3
20120804,多云,33,24,南风,3
20120805,多云,32,24,南风,3
20120806,阴,30,23,北风,3
20120807,多云,32,24,南风,3
20120808,晴,34,24,南风,3
20120809,晴,34,25,南风,3
20120810,晴,35,24,南风,3
20120811,多云,33,25,南风,3
20120812,多云,34,25,南风,3
20120813,多云,34,25,南风,3
20120814,阵雨,32,24,北风,3
20120815,多云,34,24,南风,3
20120816,多云,35,24,南风,3
20120817,多云,33,25,南风,3
20120818,多云,31,25,北风,3
20120819,阵雨,30,22,北风,3
20120820,阵雨,28,22,北风,3
20120821,多云,31,22,南风,3
20120822,多云,29,20,北风,3
20120823,阴,29,21,北风,3
20120824,多云,29,23,南风,3
20120825,多云,29,22,南风,3
20120826,多云,32,22,南风,3
20120827,多云,30,22,南风,3
20120828,多云,31,22,南风,3
20120829,多云,31,22,南风,3
20120830,小到中雨,27,21,南风,3
20120831,小到中雨,24,20,北风,4
20120901,中雨,24,21,北风,4
20120902,多云,28,20,南风,3
20120903,多云,29,21,南风,3
20120904,多云,30,20,南风,3
20120905,多云,31,21,北风,3
20120906,多云,30,21,南风,3
20120907,多云,28,21,南风,3
20120908,多云,29,21,南风,3
20120909,多云,30,20,南风,3
20120910,中雨,27,21,北风,3
20120911,阴,26,19,北风,3
20120912,多云,28,19,北风,3
20120913,多云,27,18,北风,3
20120914,多云,26,18,南风,3
20120915,阵雨,23,16,北风,3
20120916,阵雨,19,14,北风,3
20120917,多云,25,15,南风,3
20120918,多云,25,17,南风,3
20120919,阵雨,24,16,北风,3
20120920,小雨,21,17,北风,3
20120921,阴,23,19,北风,3
20120922,阴,26,17,北风,3
20120923,阴,25,19,北风,3
20120924,小雨,23,18,北风,3
20120925,阵雨,23,18,北风,3
20120926,多云,24,17,南风,3
20120927,多云,27,18,南风,3
20120928,多云,26,18,南风,3
20120929,阴,25,18,南风,3
20120930,阴,22,17,北风,3
20121001,多云,24,17,南风,3
20121002,小雨,19,17,南风,3
20121003,多云,21,17,北风,3
20121004,阴,22,17,北风,3
20121005,阴,22,16,北风,3
20121006,阴,21,17,北风,3
20121007,小雨,21,16,北风,3
20121008,小雨,20,14,北风,3
20121009,阵雨,23,15,北风,3
20121010,阵雨,21,15,北风,3
20121011,小雨,19,15,北风,3
20121012,阴,18,15,东北风,3
20121013,阵雨,21,15,南风,3
20121014,多云,22,15,北风,3
20121015,阵雨,22,16,北风,3
20121016,多云,22,13,北风,3
20121017,多云,23,15,南风,3
20121018,阴,20,15,南风,3
20121019,多云,22,15,南风,3
20121020,多云,23,16,南风,3
20121021,阵雨,21,16,北风,3
20121022,阴,20,14,北风,3
20121023,阵雨,19,13,北风,3
20121024,阵雨,18,13,北风,3
20121025,阴,19,13,北风,3
20121026,多云,22,14,南风,3
20121027,多云,22,14,南风,3
20121028,多云,21,15,南风,3
20121029,阴,21,14,北风,3
20121030,多云,24,13,南风,3
20121031,多云,21,11,北风,3
20121101,多云,23,12,南风,3
20121102,多云,22,11,南风,3
20121103,阴,16,6,北风,4
20121104,多云,18,7,南风,3
20121105,多云,19,10,南风,3
20121106,小雨,14,10,北风,3
20121107,阵雨,14,9,北风,3
20121108,阵雨,14,10,北风,3
20121109,多云,17,11,南风,3
20121110,多云,17,9,南风,3
20121111,阴,15,9,北风,3
20121112,多云,14,10,北风,3
20121113,多云,17,9,南风,3
20121114,小雨,16,10,南风,3
20121115,小雨,16,10,南风,3
20121116,多云,18,7,北风,3
20121117,多云,17,7,南风,4
20121118,多云,18,10,南风,3
20121119,多云,18,10,南风,3
20121120,多云,17,10,南风,3
20121121,阴,16,9,南风,3
20121122,阵雨,13,5,北风,4
20121123,阴,11,5,北风,4
20121124,阴,11,7,北风,3
20121125,阵雨,10,6,北风,3
20121126,阴,12,4,北风,3
20121127,多云,13,5,南风,3
20121128,阴,12,5,南风,3
20121129,多云,13,6,南风,3
20121130,阴,10,5,北风,3
20121201,多云,12,5,北风,3
20121202,多云,14,3,南风,3
20121203,阴,10,5,南风,3
20121204,多云,12,4,南风,3
20121205,多云,13,3,南风,3
20121206,晴,14,6,南风,3
20121207,阴,12,6,南风,3
20121208,阴,13,7,南风,3
20121209,阴,11,8,北风,3
20121210,阴,13,6,北风,3
20121211,阴,12,7,北风,3
20121212,小雨,11,7,南风,3
20121213,阴,12,6,南风,3
20121214,阴,12,5,南风,3
20121215,多云,14,6,南风,3
20121216,小雨,12,7,南风,0
20121217,阴,12,5,南风,3
20121218,阴,11,6,北风,3
20121219,小雨,9,4,北风,3
20121220,阵雨,8,3,北风,3
20121221,阴,9,3,北风,3
20121222,阴,8,0,北风,3
20121223,多云,10,0,北风,3
20121224,多云,10,4,南风,3
20121225,多云,10,5,南风,3
20121226,小雨,8,1,北风,3
20121227,阴,9,2,北风,3
20121228,阴,7,2,北风,3
20121229,多云,6,-1,北风,3
20121230,多云,5,-2,北风,3
20121231,多云,8,-1,南风,3
20130101,多云,9,0,南风,3
20130102,阴,7,-1,北风,3
20130103,雨夹雪,4,-1,北风,3
20130104,雨夹雪,4,0,北风,4
20130105,雨夹雪,5,0,北风,3
20130106,阴,5,-2,北风,3
20130107,阴,8,0,南风,3
20130108,阴,8,-1,南风,3
20130109,多云,9,1,南风,3
20130110,多云,8,3,南风,3
20130111,阴,9,-2,南风,3
20130112,多云,10,0,南风,3
20130113,多云,11,3,南风,3
20130114,小雨,9,1,北风,3
20130115,多云,11,3,南风,3
20130116,多云,11,3,南风,3
20130117,多云,12,3,南风,3
20130118,多云,11,5,南风,3
20130119,阴,9,6,南风,3
20130120,多云,11,5,北风,3
20130121,多云,11,2,北风,3
20130122,多云,12,2,南风,3
20130123,多云,14,3,南风,3
20130124,多云,14,2,南风,3
20130125,多云,16,3,南风,3
20130126,多云,15,2,南风,3
20130127,多云,16,5,南风,3
20130128,多云,15,5,南风,3
20130129,阴,15,6,南风,3
20130130,多云,16,5,南风,3
20130131,多云,17,5,南风,3
20130201,多云,16,7,南风,3
20130202,阴,15,7,南风,3
20130203,阴,17,8,南风,3
20130204,多云,18,6,南风,3
20130205,多云,18,8,南风,3
20130206,小雨,16,6,南风,3
20130207,阴,12,3,北风,4
20130208,小雨,7,2,北风,4
20130209,多云,11,2,南风,3
20130210,多云,11,5,南风,3
20130211,多云,11,6,南风,3
20130212,阴,10,4,南风,3
20130213,阴,11,5,南风,3
20130214,多云,11,3,南风,3
20130215,多云,13,4,南风,3
20130216,多云,15,7,南风,3
20130217,阴,14,7,南风,3
20130218,阵雨,11,3,北风,4
20130219,阴,12,5,南风,3
20130220,阴,11,6,南风,3
20130221,多云,12,4,南风,3
20130222,晴,15,8,南风,3
20130223,多云,17,5,南风,3
20130224,多云,17,6,南风,3
20130225,多云,17,5,南风,3
20130226,多云,19,9,南风,3
20130227,多云,20,10,南风,3
20130228,多云,18,9,南风,3
20130301,小雨,15,6,北风,3
20130302,阴,15,6,北风,3
20130303,多云,17,7,北风,3
20130304,多云,19,7,南风,3
20130305,晴,19,9,南风,3
20130306,多云,21,9,南风,3
20130307,晴,25,11,南风,3
20130308,晴,25,10,南风,3
20130309,多云,26,10,南风,3
20130310,多云,25,11,南风,3
20130311,阴,21,11,南风,3
20130312,多云,24,10,南风,3
20130313,多云,25,13,南风,3
20130314,多云,21,13,南风,3
20130315,多云,21,13,南风,3
20130316,多云,23,14,南风,3
20130317,多云,22,14,南风,3
20130318,多云,23,12,南风,3
20130319,阴,22,12,北风,3
20130320,多云,25,10,南风,3
20130321,多云,24,13,南风,3
20130322,小雨,23,13,北风,3
20130323,多云,25,10,南风,3
20130324,多云,24,15,南风,3
20130325,小雨,21,13,北风,3
20130326,多云,22,13,南风,3
20130327,多云,25,12,南风,3
20130328,多云,26,12,南风,3
20130329,多云,27,14,南风,3
20130330,多云,24,15,南风,3
20130331,多云,24,15,南风,3
20130401,阴,25,15,南风,3
20130402,阵雨,23,14,南风,3
20130403,阴,24,15,南风,3
20130404,多云,24,12,南风,3
20130405,阵雨,15,9,北风,4
20130406,多云,21,9,南风,3
20130407,多云,22,10,南风,3
20130408,多云,22,13,南风,3
20130409,阴,19,12,南风,3
20130410,阵雨,19,11,北风,3
20130411,阴,18,11,北风,3
20130412,小雨,17,10,南风,3
20130413,多云,24,12,南风,3
20130414,多云,26,14,南风,3
20130415,多云,27,16,南风,3
20130416,多云,30,15,南风,3
20130417,多云,29,16,南风,3
20130418,小到中雨,30,16,南风,3
20130419,阵雨,27,17,南风,3
20130420,多云,27,14,南风,3
20130421,阴,25,16,南风,3
20130422,多云,25,16,南风,3
20130423,阴,26,17,北风,3
20130424,小雨,27,16,北风,3
20130425,多云,28,16,南风,3
20130426,多云,30,16,南风,3
20130427,多云,31,18,南风,3
20130428,中雨,28,17,北风,4
20130429,阵雨,25,17,北风,4
20130430,阴,27,18,南风,3
